English,Farsi,Source
"You may want to free some space on the disc and retry
","ممکن است بخواهید مقداری فضا در دیسک خالی و مجددا تلاش کنید
",Ubuntu
"_Keep Current Location
","_حفظ محل فعلی
",Ubuntu
"_Change Location
","_تغییر محل
",Ubuntu
"Location for Image File
","محل پرونده تصویر
",Ubuntu
"Location for Temporary Files
","محل پرونده‌های موقت
",Ubuntu
"_Replace Disc
","_جایگزین کردن دیسک
",Ubuntu
"Do you really want to blank the current disc?
","آیا واقعا می‌خواهید دیسک فعلی را خالی کنید؟
",Ubuntu
"The disc in the drive holds data.
","دیسک داخل دیسک‌گردان حاوی اطلاعات است.
",Ubuntu
"_Blank Disc
","_خالی‌کردن دیسک
",Ubuntu
"There are files already burned on this disc. Would you like to import them?
","پرونده‌هایی هستند که بر روی دیسک سوزانده شده‌اند. آیا مایلید آنها را وارد کنید؟
",Ubuntu
"_Import
","_وارد کردن
",Ubuntu
"Do you want to continue anyway?
","آیا می‌خواهید در هر صورت ادامه دهید؟
",Ubuntu
"_Continue
","_ادامه
",Ubuntu
"Do you want to replace the disc and continue?
","آیا می‌خواهید دیسک را جایگزین و ادامه دهید؟
",Ubuntu
"The currently inserted disc could not be blanked.
","دیسک فعلی وارد شده قابل خالی کردن نیست.
",Ubuntu
"Do you want to continue with full Windows compatibility disabled?
","آیا می‌خواهید با غیرفعال‌سازیِ کاملِ گزینه‌ی سازگاری با ویندوز ادامه دهید؟
",Ubuntu
"C_ontinue
","_ادامه
",Ubuntu
"The simulation was successful.
","شبیه‌سازی موفقیت‌آمیز بود
",Ubuntu
"Real disc burning will take place in 10 seconds.
","سوزاندن واقعی دیسک در 10 ثانیه انجام می‌گیرد.
",Ubuntu
"Burn _Now
","هم‌اکنون _بسوزان
",Ubuntu
"Save Current Session
","ذخیره نشست فعلی
",Ubuntu
"An unknown error occurred.
","یک خطای ناشناس رخ داد.
",Ubuntu
"Error while burning.
","خطا در هنگام سوزاندن.
",Ubuntu
"_Save Log
","_ذخیره وقایع
",Ubuntu
"Video DVD successfully burned
","دی‌وی‌دی ویدئو با موفقیت سوزانده شد
",Ubuntu
"(S)VCD successfully burned
","(اس)‌وی‌سی‌دی با موفقیت سوزانده شد
",Ubuntu
"Audio CD successfully burned
","سی‌دی صوتی با موفقیت سوزانده شد
",Ubuntu
"Image successfully created
","تصویر با موفقیت ساخته شد
",Ubuntu
"DVD successfully copied
","دی‌وی‌دی با موفقیت رونوشت شد
",Ubuntu
"CD successfully copied
","سی‌دی با موفقیت رونوشت شد
",Ubuntu
"Image of DVD successfully created
","تصویر دی‌وی‌دی با موفقیت ساخته شد
",Ubuntu
"Image of CD successfully created
","تصویر سی‌دی با موفقیت ساخته شد
",Ubuntu
"Image successfully burned to DVD
","تصویر با موفقیت در دی‌وی‌دی سوزانده شد
",Ubuntu
"Image successfully burned to CD
","تصویر با موفقیت در سی‌دی سوزانده شد
",Ubuntu
"Data DVD successfully burned
","دی‌وی‌دی اطلاعات با موفقیت سوزانده شد
",Ubuntu
"Data CD successfully burned
","سی‌دی اطلاعات با موفقیت سوزانده شد
",Ubuntu
"Copy #%i has been burned successfully.
","رونوشت #%Ii با موفقیت سوزانده شده است.
",Ubuntu
"Another copy will start as soon as you insert a new writable disc. If you do not want to burn another copy, press ""Cancel"".
","رونوشت دیگر به محض اینکه یک دیسک قابل نوشتن را وارد کنید شروع می‌شود. اگر نمی‌خواهید رونوشت دیگری تهیه کنید، دکمه «لغو» را فشار دهید.
",Ubuntu
"Make _More Copies
","ساخت رونوشت‌های _بیشتر
",Ubuntu
"There are some files left to burn
","تعدادی پرونده برای سوزاندن باقی‌مانده است
",Ubuntu
"There are some more videos left to burn
","تعداد بیشتری ویدئو برای سوزاندن باقی‌مانده است
",Ubuntu
"There are some more songs left to burn
","تعداد بیشتری آهنگ برای سوزاندن باقی‌مانده است
",Ubuntu
"Do you really want to quit?
","آیا واقعا می‌خواهید خارج شوید؟
",Ubuntu
"Interrupting the process may make disc unusable.
","قطع کردن این فرآیند ممکن است دیسک را غیرقابل استفاده کند.
",Ubuntu
"C_ontinue Burning
","_ادامه‌ی سوزاندن
",Ubuntu
"_Cancel Burning
","_لغو سوزاندن
",Ubuntu
"Please insert a writable CD or DVD if you don't want to write to an image file.
","لطفا یک سی‌دی یا دی‌وی‌دی قابل نوشتن را در صورتی که می‌خواهید پرونده تصویر بسازید، وارد کنید.
",Ubuntu
"Create _Image
","ساخت _تصویر
",Ubuntu
"_Copy
","_رونوشت
",Ubuntu
"Make _Several Copies
","تهیه _تعدادی رونوشت
",Ubuntu
"_Burn
","_سوزاندن
",Ubuntu
"Burn _Several Copies
","سوزندان _تعدادی رونوشت
",Ubuntu
"_Burn Several Discs
","_سوزاندن تعدادی دیسک
",Ubuntu
"Burn the selection of files across several media
","سوزاندن پرونده‌های انتخاب شده در تعدادی رسانه
",Ubuntu
"Please choose another CD or DVD or insert a new one.
","لطفا یک سی‌دی یا دی‌وی‌دی دیگر انتخاب، یا یک مورد جدید وارد کنید.
",Ubuntu
"Please add files.
","لطفا پرونده‌هایی اضافه کنید.
",Ubuntu
"There are no files to write to disc
","هیچ پرونده‌ای برای نوشتن در دیسک وجود ندارد
",Ubuntu
"Please add songs.
","لطفا آهنگ‌هایی اضافه کنید.
",Ubuntu
"There are no songs to write to disc
","هیچ آهنگی برای نوشتن درون دیسک وجود ندارد
",Ubuntu
"Please add videos.
","لطفا ویدئوهایی اضافه کنید.
",Ubuntu
"There are no videos to write to disc
","هیچ ویدئویی برای نوشتن در دیسک وجود ندارد
",Ubuntu
"There is no inserted disc to copy.
","هیچ دیسک برای رونوشت وارد نشده.
",Ubuntu
"Please select a disc image.
","لطفا یک تصویر دیسک انتخاب کنید.
",Ubuntu
"There is no selected disc image.
","هیچ تصویر دیسک انتخاب شده‌ای وجود ندارد.disc
",Ubuntu
"Please select another image.
","لطفا یک تصویر دیگر انتخاب کنید.
",Ubuntu
"It doesn't appear to be a valid disc image or a valid cue file.
","این یک تصویر دیسک معتبر یا یک پرونده راهنما بنظر نمی‌رسد.
",Ubuntu
"Please insert a disc that is not copy protected.
","لطفا یک دیسک که در برابر رونوشت محافظت نشده را وارد کنید.
",Ubuntu
"All required applications and libraries are not installed.
","تمام برنامه‌ها و کتابخانه‌های لازم نصب نشده‌اند.
",Ubuntu
"Please replace the disc with a supported CD or DVD.
","لطفا دیسک را با یک سی‌دی یا دی‌وی‌دی پشتیبانی شده تعویض کنید.
",Ubuntu
"Would you like to burn beyond the disc's reported capacity?
","آیا مایلید که بیش از گنجایش گزارش شده‌ی دیسک آن را بسوزانید؟
",Ubuntu
"Burn beyond the disc's reported capacity
","سوزاندن بیش از گنجایش گزارش شده دیسک
",Ubuntu
"Select a disc to write to
","یک دیسک برای نوشتن در آن انتخاب کنید
",Ubuntu
"Disc Burning Setup
","برپاسازی سوزاندن دیسک
",Ubuntu
"Video Options
","گزینه‌های ویدئو
",Ubuntu
"Burn as _File
","سوزاندن به عنوان _پرونده
",Ubuntu
"Burn _Contents…
","سوزندان _محتویات...
",Ubuntu
"Image Burning Setup
","برپاسازی سوزاندن تصویر
",Ubuntu
"Select a disc image to write
","یک تصویر دیسک برای نوشتن انتخاب کنید
",Ubuntu
"Copy CD/DVD
","رونوشت سی‌دی/‌دی‌وی‌دی
",Ubuntu
"Select disc to copy
","انتخاب دیسک برای رونشت
",Ubuntu
"Please install the following manually and try again:
","لطفا مورد مقابل را بصورت دستی نصب و مجددا تلاش کنید:
",Ubuntu
"Unknown song
","آهنگ ناشناس
",Ubuntu
"by %s
","توسط %s
",Ubuntu
"""%s"" cannot be read
","امکان خواندن «%s» وجود ندارد
",Ubuntu
"SVCD image
","تصویر SVCD
",Ubuntu
"VCD image
","تصویر VCD
",Ubuntu
"Video DVD image
","تصویر دی‌وی‌دی ویدئویی
",Ubuntu
"%s: ""%s""
","%s: «%s»
",Ubuntu
"%s: not enough free space
","فضای کافی وجود ندارد: %sFree
",Ubuntu
"%s: %s of free space
","%s: %s فضای خالی
",Ubuntu
"%s: %s free
","%s: %s خالی
",Ubuntu
"Do you really want to choose this location?
","آیا واقعا می‌خواهید این مکان را انتخاب کنید؟
",Ubuntu
"You do not have the required permission to write at this location
","شما اجازه‌ی لازم را برای نوشتن در این مکان را ندارید
",Ubuntu
"The filesystem on this volume does not support large files (size over 2 GiB). This can be a problem when writing DVDs or large images.
","سیستم‌پرونده بر روی این جلد از پرونده‌های بزرگ پشتیبانی نمی‌کند (حجم‌های بزرگ‌تر از ۲ گیگ). این ممکن است باعث بروز مشکلاتی در هنگام نوشتن دی‌وی‌دی یا تصاویر بزرگ شود.
",Ubuntu
"%.1f× (DVD)
","%I.1f× (DVD)
",Ubuntu
"%.1f× (CD)
","%I.1f× (CD)
",Ubuntu
"%.1f× (BD)
","%I.1f× (BD)
",Ubuntu
"%.1f× (BD) %.1f× (DVD) %.1f× (CD)
","%I.1f× (BD) %I.1f× (DVD) %I.1f× (CD)
",Ubuntu
"Impossible to retrieve speeds
","دریافت سرعت‌ها غیرممکن است
",Ubuntu
"Maximum speed
","حداکثر سرعت
",Ubuntu
"Burning speed
","سرعت سوزاندن
",Ubuntu
"_Simulate before burning
","_شبیه‌سازی قبل از سوزاندن
",Ubuntu
"Brasero will simulate the burning and, if it is successful, go on with actual burning after 10 seconds
","برازرو عملیات سوزاندن را شبیه‌سازی می‌کند، اگر موفقیت‌آمیز باشد، سوزندان حقیقی را پس از ۱۰ ثانیه انجام می‌دهد
",Ubuntu
"Burn the image directly _without saving it to disc
","سوزاندن مستقیم تصویر _بدون ذخیره کردن آن در دیسک
",Ubuntu
"Leave the disc _open to add other files later
","_باز گذاشتن دیسک برای اضافه کردن پرونده‌ها در آینده
",Ubuntu
"Allow to add more data to the disc later
","اجازه‌ی اینکه اطلاعات بیشتری بعدا به دیسک اضافه شود
",Ubuntu
"Options
","گزینه‌ها
",Ubuntu
"Location for _Temporary Files
","مکان پرونده‌های _موقت
",Ubuntu
"Set the directory where to store temporary files
","تنظیم شاخه‌ای که پرونده‌های موقت بر روی آن ذخیره می‌شود
",Ubuntu
"Temporary files
","پرونده‌های موقت
",Ubuntu
"Hidden file
","پرونده مخفی
",Ubuntu
"Unreadable file
","پرونده غیرقابل خواندن
",Ubuntu
"Broken symbolic link
","پیوند نمادین خراب
",Ubuntu
"Recursive symbolic link
","پیوند نمادین بازگشتی
",Ubuntu
"Disc image type:
","نوع تصویر دیسک:
",Ubuntu
"Autodetect
","تشخیص خودکار
",Ubuntu
"ISO9660 image
","تصویر ISO9660
",Ubuntu
"Cue image
","تصویر Cue
",Ubuntu
"Cdrdao image
","تصویر Cdrdao
",Ubuntu
"Properties of %s
","ترجیحات %s
",Ubuntu
"Do you really want to keep the current extension for the disc image name?
","آیا واقعا می‌خواهید از استفاده از افزونه‌ی فعلی برای نام تصویر دیسک ادامه دهید؟
",Ubuntu
"If you choose to keep it, programs may not be able to recognize the file type properly.
","اگر نگهداری ان را انتخاب کنید، برنامه ممکن است بدرستی قادر به شناسایی نوع پرونده نباشد.
",Ubuntu
"_Keep Current Extension
","استفاده از افزونه _فعلی
",Ubuntu
"Change _Extension
","تغییر _افزونه
",Ubuntu
"Configure recording options
","پیکربندی گزینه‌های ضبط
",Ubuntu
"Total time: %02i:%02i:%02i
","زمان کل: %I02i:%I02i:%I02i
",Ubuntu
"Average drive speed:
","سرعت متوسط دیسک‌گردان:
",Ubuntu
"Estimated remaining time: %02i:%02i:%02i
","زمان باقی‌مانده‌ی تقریبی: %I02i:%I02i:%I02i
",Ubuntu
"%i MiB of %i MiB
","%Ii مگابایت از %Ii مگابایت
",Ubuntu
"Estimated drive speed:
","سرعت تقریبی دیسک‌گردان:
",Ubuntu
"""%s"": loading
","«%s»: در حال بارگیری
",Ubuntu
"""%s"": unknown disc image type
","«%s»: نوع تصویر دیسک ناشناس
",Ubuntu
"""%s"": %s
","«%s»: %s
",Ubuntu
"Click here to select a disc _image
","برای انتخاب یک _تصویر دیسک اینجا را کلیک کنید
",Ubuntu
"Select Disc Image
","انتخاب تصویر دیسک
",Ubuntu
"All files
","تمام پرونده‌هاdisc
",Ubuntu
"Image files
","پرونده‌های تصویر
",Ubuntu
"Image type:
","نوع تصویر
",Ubuntu
"Estimated size: %s
","اندازه تقریبی: %s
",Ubuntu
"Do you really want to add ""%s"" to the selection?
","آیا واقعا می‌خواهید «%s» را به موارد انتخاب شده اضافه کنید؟
",Ubuntu
